CD_t	0.0975131761716872
VOT_t	0.031306646741016575
CD_t	0.10644930936277452
VOT_t	0.04121101399357441
CD_t	0.0803612311100883
VOT_t	0.04456768186787308
CD_t	0.09755230742800158
VOT_t	0.032799590843521464
CD_t'	0.14608673707727426
VOT_t'	0.03684352094643373
CD_t'	0.07257308188164657
VOT_t'	0.01874874776927804
CD_t'	0.13903111749078256
VOT_t	0.01828893533290099
CD_t'	0.11460061072076222
VOT_t'	0.016686382949572476
CD_ts	0.10833938117245623
VOT_ts	0.10750311350869524
CD_ts	0.09586226180415736
VOT_ts	0.11392564430595797
CD_ts	0.10344763380528477
VOT_ts	0.10994503680224099
CD_ts	0.11942076724741213
VOT_ts	0.09503201900674085
CD_ts'	0.143927362350162
VOT_ts'	0.102716513895043
CD_ts'	0.12715198043112963
VOT_ts'	0.11045258634831612
CD_ts'	0.1029446223459125
VOT_ts'	0.10336652653585787
CD_ts'	0.09484331918039501
VOT_ts'	0.08849816754508666
