soundname	intervalname	F1	F2	F3	
1958untitled	ɔ	514.8650704624615	1342.9909029369371	2641.8819465887746	
1958untitled	s	1284.6199628840839	2556.0793563457273	3438.763014275075	
1958untitled	ɔ	583.8708029379005	1110.6621916355105	2241.489385276944	
1958untitled	s	1035.69744257145	2224.9002338340388	3379.099952975762	
1958untitled	ɔ	488.08007523009314	1497.8588059862207	2620.164399352184	
1958untitled	s	1401.3674547663322	2660.059932475863	3266.738463034306	
1958untitled	ɔ	574.871229396991	1118.3021668665713	2323.748839956945	
1958untitled	s	1449.5670008327215	2971.007870974466	3684.206660664983	
1958untitled	ɔ	528.7864021926635	1327.8515215657287	2433.245345392699	
1958untitled	s	1205.535431464294	2326.7821665384226	3469.0366043655204	
1958untitled	ɔ	549.600706746543	1145.271552279945	2421.824644570503	
1958untitled	s	923.4912476698959	2148.4461755112034	3305.394791076757	
1958untitled	ɔ	390.5109835888603	1435.2242285501275	2844.3087045499124	
1958untitled	s	1345.9757232542006	2294.3391209155993	3540.522234125075	
1958untitled	ɔ	513.6103217460095	1339.5494764059856	2325.9655425618885	
1958untitled	s	1163.925637240165	2207.9223116427515	3509.966218189523	
1958untitled	ɔ	450.65256467303624	1313.622877832249	2317.065056367814	
1958untitled	s	1178.8423347832802	2486.2959911358807	3511.234186538129	
1958untitled	ɔ	515.8212604869808	1270.5812653993703	2463.1520613233697	
1958untitled	s	679.9890184964464	1719.0924625806967	2993.8884468653573	
1958untitled	ɔ	422.6671501805373	1425.7134401385981	2562.861330049526	
1958untitled	s	1257.326986374025	2478.5364546156325	3435.6611361368477	
1958untitled	ɔ	448.191838479685	1277.1301251890018	2473.8412863868934	
1963untitled	t	557.2506070003253	1546.6519418291489	2651.466727913127	
1963untitled	r	453.74273174554753	1373.1728974967427	2367.804597037886	
1963untitled	ɛ	537.519603061826	1836.639338131447	2486.8927943634867	
1963untitled	t	927.5597746335224	1953.8784003464627	2997.4604859802216	
1963untitled	r	447.6188330689159	1493.6694644360189	2439.3200735179994	
1963untitled	ɛ	570.2248625312735	1790.9471843194342	2542.966929372452	
1963untitled	t	915.5852839219742	2024.7791027483956	3107.2967879400153	
1963untitled	r	368.85717713149245	1564.5077067355785	2502.9840490192823	
1963untitled	ɛ	486.1184651115371	1874.2537589629273	2610.324537025869	
1963untitled	t	1318.623744821197	2544.478618617512	3554.7804375161377	
1963untitled	r	518.8926140901314	1719.2182216719016	2618.0872564665465	
1963untitled	ɛ	491.19624469705974	1507.0837251964724	2363.465132453704	
1963untitled	t	1079.133488140801	1794.0442621708755	2913.4074592955776	
1963untitled	r	463.0605891813356	1524.8819454923355	2520.0878188867496	
1963untitled	ɛ	563.7465822148879	1706.1120224277545	2466.799044943707	
1963untitled	t	845.3605259171434	1623.3419983574788	2736.412030786608	
1963untitled	r	454.17206526792154	1337.385305122719	2431.0026906567873	
1963untitled	ɛ	564.9456677503887	1529.5204978734541	2493.7571381385605	
2012untitled	z	682.1557973755404	2264.762444442746	3162.1346180170435	
2012untitled	ɛ	509.3304014699017	1867.8722957918908	2672.9470830242826	
2012untitled	z	1475.799724670114	2423.6462596749225	3299.496028844399	
2012untitled	ɛ	484.2988044909903	1879.1157968694254	2672.0871009609677	
2012untitled	z	1929.5601928872693	3073.908190695741	3870.731593222341	
2012untitled	ɛ	469.87586151439535	1866.7506333993556	2645.0865436554873	
2012untitled	z	281.2509652808441	1917.619550469701	3068.0387168603384	
2012untitled	ɛ	470.65532533125736	1825.7131181250775	2584.6951133281955	
2012untitled	z	1529.165398630921	2794.6841213819675	3890.0210785232757	
2012untitled	ɛ	479.4806532008893	1818.5932080689038	2651.8264679386375	
2012untitled	z	1595.1589538166456	2713.6464177750663	3831.9902287418986	
2012untitled	ɛ	477.05777874067945	1694.2781893450515	2535.135511144503	
2012untitled	z	781.3643148247899	2220.9628454138137	3243.6921032291934	
2012untitled	ɛ	444.02358340743746	1720.33793503597	2598.6104395569555	
2012untitled	z	1286.6688948013255	2507.3603645761414	3458.986198132513	
2012untitled	ɛ	440.5561499465981	1725.0853308346175	2679.5883284899824	
201untitled	g	346.30915749658277	1533.5944152120628	2739.020777424374	
201untitled	ɔ	558.3557876758132	913.84854203061	2363.0089209028656	
201untitled	g	285.2369603661185	1645.2784005020976	2694.264406623407	
201untitled	ɔ	566.7904395524298	902.3326693351307	2241.523739097062	
201untitled	g	312.44386917497684	1703.477416567158	2473.903981261103	
201untitled	ɔ	557.9950037098066	896.0315155402689	2175.9331496313644	
2036untitled	b	228.1941563709506	1592.6116720219802	2783.828444459305	
2036untitled	o	328.8448065556036	812.3070639885399	2566.012720919256	
2036untitled	b	264.9776575983214	1389.1273520513498	2587.895973542643	
2036untitled	o	324.61879131063506	697.4447479661163	2575.1973012754024	
2036untitled	b	201.66307875445474	1664.812187584674	2902.4230015163844	
2036untitled	o	320.494503434698	806.1430169788764	2560.939314556101	
2036untitled	b	276.6858111699584	1301.881569959948	2907.686752274144	
2036untitled	o	334.98684138936943	787.0065116756223	2646.5164515338015	
2036untitled	b	253.72661316165485	1568.1825112860718	2910.047393609441	
2036untitled	o	317.1879771794928	801.5575594646496	2436.9200950475188	
2036untitled	b	287.6833167878965	1965.5719905817587	3542.073830270999	
2036untitled	o	327.5380508356574	775.7283639860475	2485.1677977640115	
2036untitled	b	208.14178402707623	1518.1768404543948	2921.379682313404	
2036untitled	o	343.2347300684338	895.5424351319069	2400.2205556161175	
2036untitled	b	320.6056713148459	965.6864612370856	2492.3475120061194	
2036untitled	o	350.45838209343407	818.3936079499682	2548.1503861204146	
2036untitled	b	231.9203242856125	1278.1118242317295	2625.154054637241	
2036untitled	o	355.2673298573025	877.3625324384792	2477.10191576763	
2036untitled	b	328.19018035331004	902.822974135022	2481.844286198563	
2036untitled	o	356.17096931936226	898.6297836956203	2538.275482682059	
2036untitled	b	361.130586852158	1424.343861484935	2862.7431530515514	
2036untitled	o	317.02127121663705	861.9160071521557	2411.4453138013955	
2036untitled	b	330.3071429526822	1061.2817707741563	2571.3056636051415	
2036untitled	o	362.44783175138656	881.30560924091	2506.4224906030768	
2036untitled	b	187.95959562787218	1709.3924833953818	2930.9674376132416	
2036untitled	o	338.95279676685595	1034.011494328816	2307.7465656932527	
2036untitled	b	342.00417461242677	1017.9998796902207	2415.9600184071837	
2036untitled	o	394.1165536130211	954.2446552260378	2429.7878324730914	
247untitled	g	506.65786023101515	2101.8258176951367	3035.7802058333496	
247untitled	b	285.2762977868797	1743.8571756584413	2511.373975300005	
247untitled	ɔ̰	563.897484492826	892.8020877764694	2434.948921173804	
247untitled	g	288.4271697034987	1524.1894489348024	2615.518236483431	
247untitled	b	368.01276231017266	1414.2755567145196	2582.9556834221544	
247untitled	ɔ̰	572.8093161889865	872.3350221524821	2051.9213292588784	
247untitled	g	293.3094256424618	1990.8964278434814	3070.077158726145	
247untitled	b	357.22046396018044	1526.1493353789626	2653.0008581815596	
247untitled	ɔ̰	526.1475161704669	871.8528558372624	2138.358158259646	
328untitled	n	231.6970617554188	1814.371570327095	3320.061491379644	
328untitled	i	307.694900164551	1209.5368193311122	2827.0761851888988	
328untitled	ŋ	293.40703500865425	1686.8392862837275	2640.5754768786983	
328untitled	p	917.4175263411285	1952.0196498676949	3119.2901760215855	
328untitled	a	761.0932987702712	1256.074988958914	2534.3679954630684	
328untitled	l	589.3939376824076	1415.7397361402316	2795.340563825509	
328untitled	a	870.6530448501097	1507.6359299123756	2644.0090131368743	
328untitled	ŋ	326.6662471973147	1401.3908901113962	2438.2923749260017	
328untitled	n	224.41073516939525	1415.2411614832902	2614.1488443953076	
328untitled	i	290.1647995871103	1482.0452908512732	2902.8532033075207	
328untitled	ŋ	233.45861121171546	1912.5332624862415	3258.285867024642	
328untitled	p	813.1049911331768	1756.4392061383921	3135.412289679189	
328untitled	a	775.7230389648903	1226.9518556700814	2528.6006642525163	
328untitled	l	595.187825460163	1360.4707418675598	2825.0574780688885	
328untitled	a	856.2660372750064	1488.6088805558368	2671.2232008016554	
328untitled	ŋ	358.6826159873728	1397.749267622128	2453.4278409380163	
328untitled	n	248.03280893486001	1847.293628306537	3423.1008079850917	
328untitled	i	289.47072272252296	1285.5993902173605	2971.97815291417	
328untitled	ŋ	192.75648162486334	1769.7360035162765	2135.6585716410546	
328untitled	p	871.1010381596707	1476.6029763718361	2631.1890528906297	
328untitled	a	850.0930837495336	1259.1031573446603	2668.9947575338156	
328untitled	l	515.0974157436956	1389.262528953305	2779.5623816882417	
328untitled	a	891.4058631479726	1488.3243026573555	2569.05273433396	
328untitled	ŋ	373.2439616135962	1412.4132463560697	2434.54947237708	
328untitled	n	218.4823110410072	1875.8733215401587	2590.6081231411554	
328untitled	i	308.613934042698	1247.6953469391528	2778.381598716134	
328untitled	n	221.84752837446555	1938.7316300900409	2667.8747993272186	
328untitled	p	944.4581470147909	1838.5890495964677	3015.2677250146317	
328untitled	a	719.5163481924071	1192.960103114684	2349.917573529479	
328untitled	l	550.9527963718956	1369.9211423493489	2744.7433310654296	
328untitled	a	793.2558672722386	1411.306291654277	2345.3183321862266	
328untitled	ŋ	349.7764031994138	1534.6609804785085	2549.3229850988587	
328untitled	n	252.9251585408989	1843.0041665898027	3302.611191538022	
328untitled	i	292.4112364052793	1201.1966565904345	2950.786241597486	
328untitled	ŋ	220.33646633491406	1711.571205268991	2191.726294929895	
328untitled	p	922.2722913636819	1761.7985368910552	2883.7648750609233	
328untitled	a	824.878159214449	1242.8525051356426	2375.8412810783443	
328untitled	l	552.220588405823	1367.1762822890207	2789.2906014140813	
328untitled	a	856.6970923719066	1434.3068008535054	2387.7332855578393	
328untitled	ŋ	311.25866929924194	1460.183532528848	2559.4142223863278	
328untitled	n	220.63828192751143	1659.0823660204264	2560.4618662904927	
328untitled	i	311.89854598349916	1271.35382119504	2839.224816496817	
328untitled	n	225.0013333570124	1625.6385509435747	2273.487057963108	
328untitled	p	777.6790796040257	1528.5729339705645	2855.345831049582	
328untitled	a	789.8236101079112	1238.6269848058641	2642.5073552857352	
328untitled	l	573.4126631200746	1361.7193507745526	2544.7972738755334	
328untitled	a	814.1110995666244	1471.363623558478	2361.16130050486	
328untitled	ŋ	391.5803393946823	1471.2239736114227	2499.9327005769146	
348untitled	g	311.78717126657335	1665.890870355103	2830.4446750760753	
348untitled	b	324.8315431986389	1375.7059516951788	2384.213261085343	
348untitled	ḭ	375.7469662040535	2087.580753156524	2351.7560685484505	
348untitled	n	340.6580579458034	1378.7848573720337	2477.826347335605	
348untitled	ḭ	368.0623725180401	2100.576560795257	2828.685577373663	
348untitled	g	401.8030003445307	1770.3107686568194	3063.039167604725	
348untitled	b	329.49004121735607	1565.2451511600766	2381.3811886012486	
348untitled	ḭ	367.17808279621323	1970.3059847773957	2384.853686545923	
348untitled	n	331.1113497523279	1699.3156820177144	2496.8044183667553	
348untitled	ḭ	372.86822575219577	2080.4066366019124	2813.769987539943	
348untitled	g	315.3613342826988	1460.9862798796307	2645.521300664193	
348untitled	b	344.07881865328045	1721.4421004945327	2392.659093234626	
348untitled	ḭ	384.61030491377556	2076.547204334262	2497.094174296887	
348untitled	n	368.3578713960468	1657.8933465636865	2518.1714326620977	
348untitled	ḭ	346.2499569205433	2112.467147970118	2821.669142892557	
348untitled	g	298.4545010718829	1801.715738098346	3011.1168717197866	
348untitled	b	398.0656852953646	1741.7531430783858	2301.544648202079	
348untitled	ɛ̰	472.48941812435265	2095.6366391833817	2540.457602428088	
348untitled	n	360.7609580153177	1835.9884060372074	2448.8200360994038	
348untitled	ɛ̰	463.43468948208533	2181.323485880715	2850.8354271704966	
348untitled	g	339.185219547576	1921.0138547668103	2891.7177105454343	
348untitled	b	426.05347495036233	1893.4303393233236	2408.930725387564	
348untitled	ɛ̰	481.96309383488807	2100.36967512269	2794.5538629599087	
348untitled	n	348.83635403414877	1813.3576982041889	2452.0328852042267	
348untitled	ɛ̰	480.15870882117684	2096.504849531681	2876.1837811459463	
348untitled	g	309.9517851099412	1947.7513776352587	2634.067021881657	
348untitled	b	413.51480288966064	1550.5864087020675	2272.468338128907	
348untitled	ɛ̰	475.3051691388543	1971.5050149661497	2766.693007372148	
348untitled	n	347.1309581756237	1814.9918775713911	2493.0141919664834	
348untitled	ɛ̰	478.6979514216979	2027.8247743137665	2885.763242582802	
611untitled	p	576.1862750000414	1549.3505196685285	2313.961665700024	
611untitled	a	583.1292062725086	1380.8106030727943	2383.387664755733	
611untitled	l	622.5217026607918	1444.6659324630782	2381.077343193302	
611untitled	a	656.2949460547951	1393.3560481490933	2361.2655982618667	
611untitled	p	667.1109689629666	1485.1134091937668	2614.0364311926496	
611untitled	a	660.4886261285561	1323.93510673151	2320.260801153062	
611untitled	l	579.0696975381021	1460.3902030134868	2443.0887240529833	
611untitled	a	681.8086210709084	1459.940063068905	2287.4648115624495	
611untitled	ŋ	347.0465671616229	1421.1326653787853	2416.7054574400017	
611untitled	p	753.4707034076586	1647.4168149875798	2622.8547828825244	
611untitled	a	641.9204579881678	1318.0589614948206	2306.4601588264068	
611untitled	l	598.9554017303749	1441.5236228188473	2595.2427197650004	
611untitled	a	685.6105493635838	1431.4091565283175	2569.475016666704	
611untitled	p	645.7384968801183	1385.2079357467558	2419.254189573283	
611untitled	a	621.8357014094377	1269.9942387226065	2252.206702897906	
611untitled	l	537.6482930101561	1465.8818736796788	2618.223134508688	
611untitled	a	695.559310685609	1497.388858267657	2418.02310926345	
611untitled	ŋ	424.161873656026	1511.009318742079	2522.012107010941	
611untitled	p	630.620374687724	1444.4953150275069	2445.236004705423	
611untitled	a	642.8470656877237	1333.788589393474	2299.6808748455824	
611untitled	l	519.6277928022064	1419.3342790419658	2644.7239422907146	
611untitled	a	758.7393457991517	1417.5709449493502	2579.04350768382	
611untitled	p	772.9927008031597	1490.711601458308	2611.693214425052	
611untitled	a	615.7617990738985	1294.0761576574419	2160.6825922963453	
611untitled	l	418.4070112215827	1498.8373228110618	2652.2412151564313	
611untitled	a	614.6693402561932	1469.004942696149	2296.466671044881	
611untitled	ŋ	816.0735377498688	1924.442280548392	3034.718664604018	
611untitled	p	633.5250744300648	1406.843589571841	2445.756235583609	
611untitled	a	634.393286127703	1346.9738549883114	2286.896482103007	
611untitled	l	510.19126525625074	1427.8427417946716	2463.310968581342	
611untitled	a	722.8701601055818	1414.2950312261644	2444.7247370565183	
611untitled	p	611.1364968551875	1476.0440333422375	2552.7118777054975	
611untitled	a	626.6596212990661	1326.6763274542202	2343.3871276956884	
611untitled	l	501.8319918371914	1357.184231245719	2580.5670692386516	
611untitled	a	666.8673190459753	1458.6504297101021	2522.585557693268	
611untitled	ŋ	332.98072167745266	1460.3584734771653	2433.08021402221
748untitled	v	174.4622311371848	1746.3083381711324	2775.110411154813	
748untitled	ɛ	480.5466890782153	1662.4129733716945	2377.517279805818	
748untitled	l	423.1216930033293	1721.8986263721533	2611.3544330948366	
748untitled	ɛ	480.2769194939366	1779.161787099798	2686.8109379238263	
748untitled	m	297.7409610886061	1578.9172307800623	2455.3175639207234	
748untitled	ɛ	414.32294980822644	1768.7484009977065	2671.4980874421094	
748untitled	p	720.5475298229369	1628.3720659530052	2744.589976927338	
748untitled	a	726.3705894791161	1375.745633028958	2399.8338972599227	
748untitled	l	671.6382157148522	1503.672338862359	2541.255943641415	
748untitled	a	836.4597146891829	1552.3160544345196	2623.9898867507954	
748untitled	ŋ	410.06114822445795	1501.5790499211398	2507.397352095438	
748untitled	v	280.1730853141689	1658.5055630200523	2421.1609163992894	
748untitled	ɛ	466.58728598324217	1727.038940200669	2412.055693653036	
748untitled	l	414.7348431838737	1776.9323680104494	2648.3743209846857	
748untitled	ɛ	455.3829282383124	1755.8322340095099	2609.9602790278923	
748untitled	m	287.7817079103178	1621.2964012326167	2404.018061698425	
748untitled	ɛ	403.8040993116769	1877.0355865652282	2745.7351122364735	
748untitled	p	670.9863473626889	1521.0733111201366	2594.616431539189	
748untitled	a	703.4576580226574	1405.7440159883568	2362.8620383250573	
748untitled	l	638.657545610321	1533.8474537966185	2525.1271950246787	
748untitled	a	764.1518296377303	1514.5874756365674	2437.6150262123633	
748untitled	ŋ	401.7103443356971	1571.5197739170574	2518.9503468336525	
748untitled	v	362.79831505538743	1813.1149331787094	2724.0388162994336	
748untitled	ɛ	456.21307196892036	1711.6543430544862	2540.355467852587	
748untitled	l	417.60208510822474	1741.014652058066	2642.443390557211	
748untitled	ɛ	494.90635878075494	1803.5436615536057	2693.2835409528234	
748untitled	m	296.41976451947806	1607.8930893961333	2419.628489653903	
748untitled	ɛ	402.2338713033231	1931.8928854326389	2824.1661828953843	
748untitled	p	701.178511349794	1424.043427763222	2518.374274465417	
748untitled	a	687.3821923535045	1355.002076692857	2279.279757649525	
748untitled	l	623.3828031170175	1498.3883730578566	2380.5088868613393	
748untitled	a	771.7136246190986	1496.3954832649129	2416.205652797914	
748untitled	ŋ	377.7339556999988	1533.096048472729	2441.9328200737505	
781untitled	t	1063.6559154222375	2380.7009365036984	3091.697322684216	
781untitled	i	258.1719745620193	1891.6506809904863	3095.219782384399	
781untitled	n	235.9537412907433	1037.7499996278061	2490.6110250385964	
781untitled	ɛ	404.97606512883715	1976.525051608715	2747.724383091602	
781untitled	t	1155.6632076383105	2570.8508587709284	3282.8143820906753	
781untitled	i	297.39293345226406	2205.4026492006	3364.63209811099	
781untitled	n	264.68457086059414	1539.6011202474597	2440.8222022755654	
781untitled	ɛ	401.9890188821343	1827.2241538802161	2403.191756523797	
781untitled	t	919.7125795711454	2328.403155492119	3274.952314263466	
781untitled	i	259.3915424623328	2055.208928260713	2984.0805056535687	
781untitled	n	284.069579473764	1375.1631025041233	2497.1714876267183	
781untitled	ɛ	434.45403585803314	1903.3337364396134	2828.511630263465	
782untitled	t	870.2942424265696	2338.871078735372	3427.434342236833	
782untitled	i	215.7405562319433	2076.730311914636	3372.2205530564456	
782untitled	i	218.79402777302718	2274.242201224514	3498.9887584339913	
782untitled	t	1101.3219113240325	2615.563440620733	3335.5384431294056	
782untitled	i	250.15909247411193	2155.648136003876	3345.432434641512	
782untitled	i	263.90321645015445	2236.8765874872065	3398.5292539331253	
782untitled	t	1214.2600834863854	2514.0618592195583	3739.0495942338357	
782untitled	i	213.47160095848128	2072.5290746340133	3279.8324098259213	
782untitled	i	223.67154425640996	2115.5552786450744	3336.185127198902	
788untitled	m	265.67331431053486	1412.2435366759603	2401.694277974342	
788untitled	a̰	315.2519166527019	1295.6791169914216	2564.6892541136726	
788untitled	ŋ	335.38582454029427	1338.0676522445121	2714.562240020083	
788untitled	a̰	417.0392584736904	1532.1147677461254	2533.048010604218	
788untitled	n	282.56365947091774	1733.5906063418904	2978.0679357863173	
788untitled	i	336.20654614042616	1500.027220239453	2490.9773179613862	
788untitled	m	261.92417658864844	1534.4380884584152	2385.615970583109	
788untitled	a̰	379.00017186310356	1304.9609244105966	2549.6522489548784	
788untitled	ŋ	333.9159631940014	1296.1213339038313	2760.568029908042	
788untitled	a̰	473.05417582711164	1482.2110488712017	2635.270632603645	
788untitled	n	276.53637947351893	1554.1019378175376	2410.209197914916	
788untitled	i	328.0931698293473	1468.0845677584905	3031.1452114266494	
788untitled	m	253.37286454979105	1526.1548986747493	2357.355435624125	
788untitled	a̰	381.01664209261503	1197.5456133422604	2340.4059837502678	
788untitled	ŋ	321.6369823944683	1117.488441713467	2441.0849672965396	
788untitled	a̰	476.3994578836333	1486.6920591008147	2594.983466565034	
788untitled	n	275.36799740726013	1627.7065315817483	2669.772362109131	
788untitled	i	320.2082742283869	1769.9357662578598	2796.1520702026405	
810untitled	f	1043.0044048011046	1706.9649645815698	3050.8722615333627	
810untitled	o	344.83640836689403	802.5577206331442	2857.1874628348087	
810untitled	f	396.6999604176054	1790.2873838726468	3170.4845133813515	
810untitled	o	341.25441726610796	715.427792099627	2779.79015198924	
810untitled	f	1318.2312151938297	2089.467324103443	3249.621360022419	
810untitled	o	347.28762592716754	747.5444581547774	2534.627496673327	
810untitled	f	388.5316038276402	1745.2776330115091	3163.3113689156535	
810untitled	o	337.5875119628462	760.3782419237994	2902.3023322053496	
810untitled	f	1157.2689239567032	2285.5878778537767	3453.522704372474	
810untitled	o	342.2002007616935	839.7398614691495	2527.898275329116	
810untitled	f	505.25538443020446	2051.545990755826	3178.779337362113	
810untitled	o	339.2836947570071	761.2402402022717	2754.5963161952586	
815untitled	p	781.1566255219778	1852.3548846151862	2940.451154401346	
815untitled	u	303.329638410513	1557.6524744808112	2765.991288441411	
815untitled	p	613.5681060554325	1934.2084655997458	3370.9907105480893	
815untitled	u	287.8880006715318	1611.4333000831405	3029.454120222053	
815untitled	d	255.61578597010944	1757.0972494253563	2424.899067698752	
815untitled	o	298.69588897244955	1024.4069373553011	2139.4446743368035	
815untitled	p	883.8853162956063	1742.9190976990114	3276.7487106646277	
815untitled	u	239.21813055232806	1549.4541739060064	2848.147410887057	
815untitled	p	971.5118487594907	1926.541165218638	3281.366502353284	
815untitled	u	242.77985520015415	1040.4417703121635	2323.644578976884	
815untitled	d	490.85093372690415	1586.3265592468113	2855.1132683671667	
815untitled	o	298.282516522157	866.2648654808534	2458.446030695227	
815untitled	p	944.6415827289839	1944.211349553952	3312.9360803579384	
815untitled	u	237.7922976132646	1103.9564332981085	2532.2003582869784	
815untitled	p	1200.197031862857	2299.95139128637	3232.3678721581964	
815untitled	u	285.2793357147066	1289.8004275519359	2770.0379845201946	
815untitled	d	221.6215962617448	1503.6084044103827	2825.4193719639497	
815untitled	o	316.4466089559777	890.5017198793978	2387.04230791915	
825untitled	g	242.29840698958384	1127.53923349769	2633.668021213423	
825untitled	o	308.6783378194223	879.3196205176427	2594.787315995968	
825untitled	d	208.05224051500088	1396.4460007821988	2823.1476795934564	
825untitled	o	341.09653262839237	914.4103570615099	2830.2061055072527	
825untitled	g	242.9863872544209	1723.8418919135436	3206.649531294887	
825untitled	o	308.3346335057128	896.9302313575428	2537.3049175419	
825untitled	d	210.25402868403785	1132.8564155471265	2641.2223321286624	
825untitled	o	340.69758341425705	923.4321314459727	2736.6188064253015	
825untitled	g	197.36010505271915	1766.2170654187182	3108.0437174557787	
825untitled	o	309.80942867521276	891.6924148549055	2707.882084111594	
825untitled	d	200.16304789063568	1001.664821340015	2718.0102393012176	
825untitled	o	344.96389471902506	840.3109027314509	2640.424917695396	
827untitled	z	713.658842898655	2272.9395106358443	3186.4625486045547	
827untitled	i	324.992142953703	2299.0777621192087	2985.627385759971	
827untitled	ŋ	284.0459448519566	1506.836424328705	2357.380441716008	
827untitled	z	1440.2474721054125	2873.2071707410564	4120.265408618961	
827untitled	i	312.88474413041257	1900.3247894532565	2948.1321600231613	
827untitled	ŋ	275.1022156319117	1643.810105791419	2354.3456572899136	
827untitled	z	1607.9723532612563	2824.1414485434007	4093.5640744169186	
827untitled	i	710.6439212859668	2029.087735543006	3456.190633970781	
827untitled	ŋ	265.3307051930012	1557.6026832843963	2306.8472139131427	
830untitled	b	184.01625808459133	1659.9001656444923	2892.3259116865515	
830untitled	a	869.701653120605	1421.0527493678105	2373.5341625225897	
830untitled	b	159.3271686487574	1708.2867907519826	2821.767845326205	
830untitled	a	807.9826933778463	1426.5270567002547	2315.064435622696	
830untitled	b	182.40166522369086	1657.6866288044719	2838.5725893006265	
830untitled	a	811.0894235327068	1457.819861296966	2395.7055843088087	
847untitled	b	188.9093845969729	1836.9464404175058	2854.409296833801	
847untitled	e	370.0625672901588	1935.1703068122686	2513.7422347432453	
847untitled	l	336.79297249407745	1952.4895859892995	2699.7275209001054	
847untitled	e	342.30027543687225	2043.3266812918537	2912.522889145933	
847untitled	ŋ	337.9173580958598	1410.6281444642484	2369.981652333954	
847untitled	b	180.62614794325108	1848.7606336696545	2787.79931849261	
847untitled	e	378.7249127045805	2007.672276278633	2489.3935408614316	
847untitled	l	332.00484556201394	1837.0542997964283	2629.1409125812743	
847untitled	e	354.70260166073206	2181.1328419214756	2917.3546861852924	
847untitled	ŋ	338.85706876541946	1380.5267142240193	2423.4440495226368	
847untitled	b	180.04068853567085	1918.0801339600912	2922.321401196227	
847untitled	e	349.26022500071093	2002.8276842222217	2392.4181288669142	
847untitled	l	317.49028132927276	1730.593141506121	2614.846909831786	
847untitled	e	347.35569748787725	2129.9071587993335	2983.143303351911	
847untitled	ŋ	329.61585891483065	1487.8094502505055	2352.480703799988	
876untitled	ɲ	264.5014719451208	1606.3431866154501	2695.2520111162326	
876untitled	ɔ̰	468.5332476104724	1511.5420419484199	2709.9617141050103	
876untitled	p	472.00020168742327	1589.10935795537	2863.9925302693287	
876untitled	ḭ	331.5533797652415	2118.354419672734	3086.5687970304107	
876untitled	ɲ	273.0360283017024	1800.8788761879352	3397.610494288921	
876untitled	ɔ̰	455.74046130154073	1545.4324415249246	2729.388947099059	
876untitled	p	523.1518638439457	1636.5783666575758	2921.2552125372335	
876untitled	ḭ	327.691330911395	1672.7665523269677	2331.2331439055483	
876untitled	ɲ	271.66607987244834	1388.2300632778408	3127.3245961342745	
876untitled	ɔ̰	385.6606964722867	1490.4379150723566	2547.0112793118183	
876untitled	p	774.1734645634568	1812.3598046326192	3092.2121467023853	
876untitled	ḭ	321.02109299029706	1791.290082941888	2739.4821297996573	
878untitled	ɲ	236.38318946168505	1842.1233907240264	2674.8699165096086	
878untitled	ɔ̰	490.30649474614705	1361.2514285183652	2401.5591255949857	
878untitled	ɲ	239.30709268927455	1490.39247895059	2375.707114032814	
878untitled	ɔ̰	504.98292741310655	1316.5630521732205	2425.5452115802473	
878untitled	ɲ	253.40430341478893	1466.2324274317155	2274.039855854204	
878untitled	ɔ̰	521.6884721243948	1370.9388853852504	2461.2195969474037	
